instance obj_greddy time_greedy obj_lnsa time_lnsa
instances/train/Correia_Random_1_2_6_8.txt 5760 0 5650 1
instances/train/Correia_Random_2_1_5_1.txt 9760 0 9590 11
instances/train/Correia_Random_2_1_6_2.txt 10360 0 9970 12
instances/train/Correia_Random_1_1_2_7.txt 5070 0 4920 1
instances/train/Correia_Random_2_3_10_2.txt 16270 0 15750 3
instances/train/Correia_Random_2_2_11_4.txt 16000 0 15210 7
instances/train/Correia_Random_2_3_0_4.txt 15090 0 15060 3
instances/train/Correia_Random_2_2_11_10.txt 15080 0 14540 7
instances/train/Correia_Random_1_1_0_6.txt 5010 0 4910 1
instances/train/Correia_Random_2_3_5_3.txt 15100 0 15000 3
instances/train/Correia_Random_2_1_10_6.txt 11700 0 10690 6
instances/train/Correia_Random_2_1_4_2.txt 10250 0 9950 7
instances/train/Correia_Random_2_2_6_3.txt 12450 0 12250 11
instances/train/Correia_Random_1_2_7_3.txt 6600 0 6370 1
instances/train/Correia_Random_2_1_10_3.txt 11400 0 10500 9
instances/train/Correia_Random_2_2_11_1.txt 16350 0 15470 7
instances/train/Correia_Random_2_1_9_7.txt 10990 0 10480 8
instances/train/Correia_Random_2_3_8_7.txt 15500 0 15450 3
instances/train/Correia_Random_1_1_3_2.txt 5770 0 5620 2
instances/train/Correia_Random_1_3_8_7.txt 7900 0 7710 0
instances/train/Correia_Random_1_3_3_3.txt 7850 0 7830 0
instances/train/Correia_Random_1_2_11_10.txt 7950 0 7870 1
instances/train/Correia_Random_1_3_5_4.txt 7850 0 7800 1
instances/train/Correia_Random_1_2_10_6.txt 6960 0 6560 0
instances/train/Correia_Random_1_1_0_9.txt 4990 0 4840 1
instances/train/Correia_Random_2_1_1_10.txt 10890 0 10580 6
instances/train/Correia_Random_1_2_3_4.txt 6370 0 6260 1
instances/train/Correia_Random_2_1_11_8.txt 14610 0 13840 9
instances/train/Correia_Random_1_2_1_2.txt 6190 0 6030 1
instances/train/Correia_Random_1_2_9_5.txt 6380 0 6210 0
instances/train/Correia_Random_1_1_11_6.txt 7760 0 7640 1
instances/train/Correia_Random_2_2_2_6.txt 12640 0 12430 7
instances/train/Correia_Random_2_1_6_8.txt 10540 0 10210 7
instances/train/Correia_Random_2_3_5_2.txt 15390 0 15280 3
instances/train/Correia_Random_2_2_5_10.txt 11840 0 11620 8
instances/train/Correia_Random_1_2_7_1.txt 6140 0 5980 1
instances/train/Correia_Random_1_3_9_5.txt 7920 0 7690 0
instances/train/Correia_Random_2_3_5_8.txt 14940 0 14860 4
instances/train/Correia_Random_1_1_11_10.txt 8070 0 8030 1
instances/train/Correia_Random_1_3_10_1.txt 8190 0 8120 0
instances/train/Correia_Random_2_3_9_6.txt 16200 0 16100 3
instances/train/Correia_Random_1_2_2_7.txt 6100 0 6070 1
instances/train/Correia_Random_2_1_0_5.txt 10030 0 9820 6
instances/train/Correia_Random_2_1_2_4.txt 10780 0 10580 8
instances/train/Correia_Random_2_2_6_9.txt 12310 0 12240 6
instances/train/Correia_Random_1_3_11_4.txt 9320 0 9290 1
instances/train/Correia_Random_1_2_10_1.txt 6880 0 6340 1
instances/train/Correia_Random_2_2_9_2.txt 12650 0 12080 8
instances/train/Correia_Random_2_1_8_6.txt 10380 0 9900 7
instances/train/Correia_Random_2_2_0_5.txt 12210 0 12100 6
instances/train/Correia_Random_1_2_9_10.txt 5920 0 5550 1
instances/train/Correia_Random_2_1_7_7.txt 10450 0 10120 8
instances/train/Correia_Random_2_2_5_4.txt 12370 0 12230 8
instances/train/Correia_Random_2_1_11_7.txt 14420 0 13490 14
instances/train/Correia_Random_2_2_5_6.txt 12610 0 12460 6
instances/train/Correia_Random_1_3_11_10.txt 9000 0 8890 1
instances/train/Correia_Random_2_3_5_10.txt 15100 0 15010 4
instances/train/Correia_Random_1_1_7_3.txt 5190 0 4970 1
instances/train/Correia_Random_1_2_1_9.txt 6240 0 6070 2
instances/train/Correia_Random_2_3_2_3.txt 15050 0 15000 2
instances/train/Correia_Random_1_1_5_1.txt 5360 0 5160 1
instances/train/Correia_Random_2_1_2_5.txt 10060 0 9820 8
instances/train/Correia_Random_1_3_7_9.txt 7700 0 7650 0
instances/train/Correia_Random_2_1_3_9.txt 10020 0 9870 6
instances/train/Correia_Random_1_2_4_7.txt 6160 0 6080 2
instances/train/Correia_Random_1_2_0_6.txt 6160 0 6070 1
instances/train/Correia_Random_1_3_1_7.txt 7650 0 7650 0
instances/train/Correia_Random_2_1_9_9.txt 10980 0 10260 8
instances/train/Correia_Random_1_2_7_2.txt 6420 0 6100 1
instances/train/Correia_Random_2_3_7_5.txt 15600 0 15500 3
instances/train/Correia_Random_2_2_9_6.txt 13180 0 12800 5
instances/train/Correia_Random_1_1_8_10.txt 5360 0 5120 2
instances/train/Correia_Random_1_1_5_6.txt 5080 0 4930 2
instances/train/Correia_Random_2_2_8_10.txt 12040 0 11770 9
instances/train/Correia_Random_2_2_1_5.txt 12280 0 12100 9
instances/train/Correia_Random_1_3_4_1.txt 7600 0 7560 0
instances/train/Correia_Random_2_2_0_2.txt 11830 0 11730 7
instances/train/Correia_Random_1_3_11_9.txt 9160 0 9080 1
instances/train/Correia_Random_2_1_8_4.txt 11180 0 10730 10
instances/train/Correia_Random_1_2_7_10.txt 5720 0 5350 1
instances/train/Correia_Random_2_3_2_7.txt 15350 0 15350 3
instances/train/Correia_Random_1_2_9_7.txt 6670 0 6300 1
instances/train/Correia_Random_2_2_4_3.txt 12360 0 12220 9
instances/train/Correia_Random_1_1_1_6.txt 5050 0 4910 1
instances/train/Correia_Random_1_3_1_4.txt 7800 0 7800 1
instances/train/Correia_Random_1_2_7_5.txt 6290 0 6070 1
instances/train/Correia_Random_1_1_11_1.txt 8020 0 7840 1
instances/train/Correia_Random_2_1_7_2.txt 10360 0 10020 6
instances/train/Correia_Random_2_2_10_2.txt 13010 0 12490 4
instances/train/Correia_Random_1_1_3_1.txt 5320 0 5140 1
instances/train/Correia_Random_1_1_0_5.txt 4890 0 4730 1
instances/train/Correia_Random_2_2_10_9.txt 13440 0 12770 5
instances/train/Correia_Random_1_3_9_3.txt 8320 0 8120 0
instances/train/Correia_Random_1_2_11_5.txt 8760 0 8550 1
instances/train/Correia_Random_1_2_0_5.txt 6130 0 5990 1
instances/train/Correia_Random_1_1_10_10.txt 6510 0 5920 1
instances/train/Correia_Random_2_3_9_2.txt 16070 0 15600 5
instances/train/Correia_Random_1_1_6_5.txt 4990 0 4760 1
instances/train/Correia_Random_2_1_9_3.txt 10850 0 9800 7
instances/train/Correia_Random_2_3_2_6.txt 15950 0 15950 3
instances/train/Correia_Random_1_1_4_1.txt 5350 0 5150 1
instances/train/Correia_Random_1_2_8_1.txt 6250 0 6040 1
instances/train/Correia_Random_2_3_1_10.txt 15050 0 15000 3
instances/train/Correia_Random_1_2_4_10.txt 5490 0 5310 2
instances/train/Correia_Random_2_2_1_8.txt 11730 0 11640 7
instances/train/Correia_Random_2_3_3_9.txt 15060 0 15000 3
instances/train/Correia_Random_2_1_0_1.txt 9750 0 9570 5
instances/train/Correia_Random_1_2_0_7.txt 6100 0 6070 1
instances/train/Correia_Random_2_3_9_7.txt 15700 0 15600 3
instances/train/Correia_Random_2_2_2_3.txt 12370 0 12210 8
instances/train/Correia_Random_2_2_8_3.txt 12550 0 12380 6
instances/train/Correia_Random_1_3_6_8.txt 7700 0 7590 0
instances/train/Correia_Random_2_1_5_9.txt 10090 0 9880 7
instances/train/Correia_Random_2_1_11_6.txt 14380 0 13450 14
instances/train/Correia_Random_2_3_7_1.txt 15400 0 15240 3
instances/train/Correia_Random_1_1_3_6.txt 5090 0 4910 1
instances/train/Correia_Random_2_2_5_3.txt 12440 0 12230 10
instances/train/Correia_Random_2_1_2_9.txt 10030 0 9870 5
instances/train/Correia_Random_1_1_4_4.txt 4720 0 4610 1
instances/train/Correia_Random_1_3_8_2.txt 7850 0 7820 0
instances/train/Correia_Random_2_1_5_10.txt 10910 0 10600 11
instances/train/Correia_Random_2_1_10_9.txt 11360 0 10780 8
instances/train/Correia_Random_2_1_1_6.txt 9990 0 9730 5
instances/train/Correia_Random_2_3_0_7.txt 15350 0 15350 3
instances/train/Correia_Random_1_3_7_7.txt 7950 0 7750 0
instances/train/Correia_Random_1_3_9_9.txt 7950 0 7760 0
instances/train/Correia_Random_1_1_11_3.txt 7650 0 7530 1
instances/train/Correia_Random_1_3_5_1.txt 7600 0 7530 1
instances/train/Correia_Random_2_2_2_9.txt 12350 0 12190 8
instances/train/Correia_Random_2_2_11_3.txt 15450 0 14840 6
instances/train/Correia_Random_1_1_1_3.txt 5000 0 4900 1
instances/train/Correia_Random_2_3_8_1.txt 15400 0 15300 3
instances/train/Correia_Random_1_2_10_7.txt 7020 0 6570 1
instances/train/Correia_Random_2_2_9_5.txt 12730 0 12410 5
instances/train/Correia_Random_2_3_7_3.txt 15120 0 15070 3
instances/train/Correia_Random_2_2_9_7.txt 12770 0 12390 6
instances/train/Correia_Random_2_2_3_10.txt 11720 0 11610 7
instances/train/Correia_Random_1_3_2_5.txt 7430 0 7350 0
instances/train/Correia_Random_2_1_3_1.txt 9800 0 9580 6
instances/train/Correia_Random_2_1_8_8.txt 10610 0 10330 16
