instance time_smart smart
instances/train/Correia_Random_2_3_1_9.txt 1 15030
instances/train/Correia_Random_1_2_3_10.txt 0 5440
instances/train/Correia_Random_1_1_2_6.txt 0 4980
instances/train/Correia_Random_1_2_10_3.txt 0 7410
instances/train/Correia_Random_1_1_10_8.txt 1 6460
instances/train/Correia_Random_1_1_7_4.txt 0 4990
instances/train/Correia_Random_2_2_9_9.txt 5 12950
instances/train/Correia_Random_1_1_6_10.txt 1 5350
instances/train/Correia_Random_1_1_4_9.txt 0 4990
instances/train/Correia_Random_2_3_11_3.txt 3 17280
instances/train/Correia_Random_1_3_9_7.txt 0 8020
instances/train/Correia_Random_1_3_10_2.txt 0 8400
instances/train/Correia_Random_2_3_11_10.txt 5 17780
instances/train/Correia_Random_1_2_6_7.txt 0 6220
instances/train/Correia_Random_1_1_11_4.txt 1 8040
instances/train/Correia_Random_1_2_10_9.txt 0 7100
instances/train/Correia_Random_1_3_2_9.txt 0 7550
instances/train/Correia_Random_1_3_3_4.txt 0 7850
instances/train/Correia_Random_1_1_8_7.txt 1 5460
instances/train/Correia_Random_2_1_3_4.txt 3 10900
instances/train/Correia_Random_2_2_2_1.txt 3 12300
instances/train/Correia_Random_2_1_4_6.txt 3 10060
instances/train/Correia_Random_2_3_0_8.txt 2 14830
instances/train/Correia_Random_2_2_1_9.txt 3 12310
instances/train/Correia_Random_1_2_2_9.txt 0 6240
instances/train/Correia_Random_2_1_0_6.txt 1 9840
instances/train/Correia_Random_1_1_3_5.txt 0 4870
instances/train/Correia_Random_1_3_11_1.txt 0 9400
instances/train/Correia_Random_1_3_3_8.txt 0 7620
instances/train/Correia_Random_1_2_4_6.txt 0 6250
instances/train/Correia_Random_2_1_1_9.txt 1 9940
instances/train/Correia_Random_1_1_0_8.txt 0 5340
instances/train/Correia_Random_1_1_3_9.txt 0 4950
instances/train/Correia_Random_2_3_8_10.txt 1 15350
instances/train/Correia_Random_2_2_11_6.txt 4 16420
instances/train/Correia_Random_2_1_8_7.txt 4 10570
instances/train/Correia_Random_2_3_4_5.txt 1 15500
instances/train/Correia_Random_2_3_1_8.txt 2 14830
instances/train/Correia_Random_2_2_6_10.txt 3 11820
instances/train/Correia_Random_2_3_0_2.txt 1 15310
instances/train/Correia_Random_1_2_8_10.txt 1 5720
instances/train/Correia_Random_2_1_8_2.txt 2 10520
instances/train/Correia_Random_2_1_3_8.txt 3 10360
instances/train/Correia_Random_1_2_5_3.txt 0 6440
instances/train/Correia_Random_2_2_4_2.txt 3 11960
instances/train/Correia_Random_2_3_11_1.txt 3 17410
instances/train/Correia_Random_1_3_7_5.txt 0 7490
instances/train/Correia_Random_1_2_3_6.txt 0 6220
instances/train/Correia_Random_2_1_5_6.txt 3 10120
instances/train/Correia_Random_2_3_3_8.txt 2 14930
instances/train/Correia_Random_2_3_8_8.txt 2 15120
instances/train/Correia_Random_2_3_10_4.txt 2 16100
instances/train/Correia_Random_2_1_1_4.txt 1 10760
instances/train/Correia_Random_2_1_9_2.txt 5 10760
instances/train/Correia_Random_2_1_2_1.txt 2 9790
instances/train/Correia_Random_1_1_1_9.txt 0 4920
instances/train/Correia_Random_2_1_9_4.txt 5 11490
instances/train/Correia_Random_1_1_2_8.txt 0 5380
instances/train/Correia_Random_2_2_8_7.txt 3 12520
instances/train/Correia_Random_2_3_6_6.txt 1 15950
instances/train/Correia_Random_1_3_10_8.txt 0 8240
instances/train/Correia_Random_2_2_10_6.txt 3 13980
instances/train/Correia_Random_1_3_0_6.txt 0 7950
instances/train/Correia_Random_2_2_7_5.txt 5 12350
instances/train/Correia_Random_2_3_8_6.txt 2 16100
instances/train/Correia_Random_1_2_1_6.txt 0 6150
instances/train/Correia_Random_2_1_6_7.txt 5 10450
instances/train/Correia_Random_2_1_7_4.txt 4 10920
instances/train/Correia_Random_1_2_6_6.txt 0 6310
instances/train/Correia_Random_1_3_9_1.txt 0 7920
instances/train/Correia_Random_2_2_0_6.txt 2 12570
instances/train/Correia_Random_2_1_11_4.txt 6 14750
instances/train/Correia_Random_1_2_4_1.txt 0 6090
instances/train/Correia_Random_2_2_5_1.txt 4 12340
instances/train/Correia_Random_2_2_8_9.txt 3 12640
instances/train/Correia_Random_1_3_11_8.txt 0 8920
instances/train/Correia_Random_2_3_10_1.txt 2 16170
instances/train/Correia_Random_1_2_4_3.txt 1 6410
